"Exchange","Asset Class","Product Name","Product Code","Ratio","Side","Start Period","End Period","Single Period","Maintenance","Currency"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
02/2029","08/2026
02/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
03/2029","08/2026
03/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
04/2029","08/2026
04/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
05/2029","08/2026
05/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
06/2029","08/2026
06/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
07/2029","08/2026
07/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
08/2029","08/2026
08/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
09/2029","08/2026
09/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","08/2026
10/2029","08/2026
12/2030","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
10/2026","09/2026
10/2026","","30.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
11/2026","09/2026
11/2026","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
12/2026","09/2026
12/2026","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
01/2027","09/2026
01/2027","","50.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
02/2027","09/2026
02/2027","","55.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
03/2027","09/2026
03/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
04/2027","09/2026
04/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
05/2027","09/2026
05/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
06/2027","09/2026
06/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
07/2027","09/2026
07/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
08/2027","09/2026
08/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
09/2027","09/2026
09/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
10/2027","09/2026
10/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
11/2027","09/2026
11/2027","","75.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
12/2027","09/2026
12/2027","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
01/2028","09/2026
01/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
02/2028","09/2026
02/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
03/2028","09/2026
03/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
04/2028","09/2026
04/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
05/2028","09/2026
05/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
06/2028","09/2026
06/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
07/2028","09/2026
07/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
08/2028","09/2026
08/2028","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
09/2028","09/2026
09/2028","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
10/2028","09/2026
10/2028","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
11/2028","09/2026
11/2028","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
12/2028","09/2026
12/2028","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
01/2029","09/2026
01/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
02/2029","09/2026
02/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
03/2029","09/2026
03/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
04/2029","09/2026
04/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
05/2029","09/2026
05/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
06/2029","09/2026
06/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
07/2029","09/2026
07/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
08/2029","09/2026
08/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
09/2029","09/2026
09/2029","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","09/2026
10/2029","09/2026
12/2030","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
11/2026","10/2026
11/2026","","30.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
12/2026","10/2026
12/2026","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
01/2027","10/2026
01/2027","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
02/2027","10/2026
02/2027","","50.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
03/2027","10/2026
03/2027","","55.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
04/2027","10/2026
04/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
05/2027","10/2026
05/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
06/2027","10/2026
06/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
07/2027","10/2026
07/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
08/2027","10/2026
08/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
09/2027","10/2026
09/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
10/2027","10/2026
10/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
11/2027","10/2026
11/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
12/2027","10/2026
12/2027","","75.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
01/2028","10/2026
01/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
02/2028","10/2026
02/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
03/2028","10/2026
03/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
04/2028","10/2026
04/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
05/2028","10/2026
05/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
06/2028","10/2026
06/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
07/2028","10/2026
07/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
08/2028","10/2026
08/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
09/2028","10/2026
09/2028","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
10/2028","10/2026
10/2028","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
11/2028","10/2026
11/2028","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
12/2028","10/2026
12/2028","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
01/2029","10/2026
01/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
02/2029","10/2026
02/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
03/2029","10/2026
03/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
04/2029","10/2026
04/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
05/2029","10/2026
05/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
06/2029","10/2026
06/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
07/2029","10/2026
07/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
08/2029","10/2026
08/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
09/2029","10/2026
09/2029","","120.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","10/2026
10/2029","10/2026
12/2030","","125.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
12/2026","11/2026
12/2026","","30.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
01/2027","11/2026
01/2027","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
02/2027","11/2026
02/2027","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
03/2027","11/2026
03/2027","","50.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
04/2027","11/2026
04/2027","","55.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
05/2027","11/2026
05/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
06/2027","11/2026
06/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
07/2027","11/2026
07/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
08/2027","11/2026
08/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
09/2027","11/2026
09/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
10/2027","11/2026
10/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
11/2027","11/2026
11/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
12/2027","11/2026
12/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
01/2028","11/2026
01/2028","","75.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
02/2028","11/2026
02/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
03/2028","11/2026
03/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
04/2028","11/2026
04/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
05/2028","11/2026
05/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
06/2028","11/2026
06/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
07/2028","11/2026
07/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
08/2028","11/2026
08/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
09/2028","11/2026
09/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
10/2028","11/2026
10/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
11/2028","11/2026
11/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
12/2028","11/2026
12/2028","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
01/2029","11/2026
01/2029","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
02/2029","11/2026
02/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
03/2029","11/2026
03/2029","","105.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
04/2029","11/2026
04/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
05/2029","11/2026
05/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
06/2029","11/2026
06/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
07/2029","11/2026
07/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
08/2029","11/2026
08/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
09/2029","11/2026
09/2029","","110.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","11/2026
10/2029","11/2026
12/2030","","115.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
01/2027","12/2026
01/2027","","30.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
02/2027","12/2026
02/2027","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
03/2027","12/2026
03/2027","","35.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
04/2027","12/2026
04/2027","","50.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
05/2027","12/2026
05/2027","","55.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
06/2027","12/2026
06/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
07/2027","12/2026
07/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
08/2027","12/2026
08/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
09/2027","12/2026
09/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
10/2027","12/2026
10/2027","","65.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
11/2027","12/2026
11/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
12/2027","12/2026
12/2027","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
01/2028","12/2026
01/2028","","70.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
02/2028","12/2026
02/2028","","75.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
03/2028","12/2026
03/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
04/2028","12/2026
04/2028","","80.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
05/2028","12/2026
05/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
06/2028","12/2026
06/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
07/2028","12/2026
07/2028","","90.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
08/2028","12/2026
08/2028","","100.00","USD"
"NYM","NGL/PETROCHEMICALS","MONT BELVIEU LDH PROPANE 5 DECIMALS (OPIS) SWAP FUTURES","81","1
1","A
B","12/2026
09/2028","12/2026
09/2028","","105.00","USD"
